response,mattr_10,mattr_20,mattr_25,mattr_30,mattr_50,mattr_75,mattr_100,hdd,mtld,ttr
"Flu and COVID-19 share many symptoms, including fever, cough, body aches, fatigue, sore throat, and congestion. However, COVID-19 often includes additional signs such as loss of taste or smell, which is less common with the flu. COVID-19 can also cause breathing difficulties and chest pain in more severe cases, and symptoms may last longer or appear more gradually. Both illnesses are caused by different viruses — influenza viruses for the flu and SARS-CoV-2 for COVID-19 — and while both can lead to serious complications, COVID-19 has been associated with more widespread systemic effects, including blood clots and long-term symptoms.",0.9777777777777777,0.9356250000000003,0.9162666666666672,0.898095238095238,0.8195999999999997,0.7498666666666665,0.7070707070707071,0.8318811016610623,86.86764705882354,0.7070707070707071
"Chronic stress weakens the immune system by consistently elevating cortisol levels — a hormone that, in excess, suppresses immune function. This hormonal imbalance reduces the body's ability to produce infection-fighting white blood cells and inflammatory responses, making individuals more susceptible to colds, infections, and slower wound healing. Long-term stress can also trigger inflammation, which contributes to a range of health problems including autoimmune diseases, cardiovascular issues, and digestive disorders. In short, while acute stress can temporarily boost alertness, chronic stress undermines the immune system’s resilience over time.",0.9948717948717951,0.9742647058823534,0.9644444444444451,0.9505747126436781,0.9121052631578946,0.8625641025641027,0.8275862068965517,0.8988766316470447,141.28799999999998,0.8275862068965517
"The gut microbiome — a community of trillions of bacteria, viruses, and fungi living in our digestive tract — plays a crucial role in maintaining overall health. It helps digest food, produce essential vitamins (like B and K), regulate the immune system, and protect against harmful pathogens. A balanced microbiome also influences brain health through the gut-brain axis, affecting mood and cognitive function. Disruptions in this microbial balance (dysbiosis) have been linked to conditions like obesity, diabetes, depression, and autoimmune diseases. Eating fiber-rich, diverse diets and avoiding unnecessary antibiotics support a healthy gut microbiome.",0.9823529411764708,0.9613333333333338,0.9497142857142862,0.9364102564102563,0.8799999999999996,0.842,0.7872340425531915,0.8742943662978298,123.70400000000002,0.7872340425531915
"Intermittent fasting (IF), which involves cycling between periods of eating and fasting, offers several health benefits. Pros include improved insulin sensitivity, potential weight loss, better metabolic health, and possibly enhanced brain function and cellular repair. Some people also report increased mental clarity and reduced inflammation. However, IF isn't for everyone. Cons include hunger, fatigue, irritability, and potential nutrient deficiencies if not planned well. It may also interfere with social meals or exacerbate disordered eating patterns in vulnerable individuals. As with any diet, sustainability and individual compatibility are key to its effectiveness.",0.9902439024390246,0.9534722222222225,0.9397014925373143,0.9301075268817198,0.8857142857142852,0.8533333333333335,0.8351648351648352,0.9045587386432371,154.5786666666667,0.8351648351648352
"Vaccines work by training the immune system to recognize and respond to pathogens without causing illness. When a vaccine is introduced, it contains either a weakened or inactivated form of the pathogen, or a piece of it (like a protein or mRNA). This triggers immune cells — especially antigen-presenting cells — to capture and present the invader to T-cells and B-cells. B-cells then produce antibodies, while T-cells help destroy infected cells. Memory cells are also formed, so if the actual pathogen enters the body later, the immune system can launch a faster, stronger response.",0.9094117647058821,0.8513333333333332,0.8297142857142862,0.8066666666666665,0.7480000000000001,0.692,0.6702127659574468,0.8041676654230169,65.96704447862894,0.6702127659574468
"To reduce high blood pressure, several lifestyle changes can be highly effective. Regular physical activity — even 30 minutes of walking a day — strengthens the heart and lowers pressure. A balanced diet rich in fruits, vegetables, whole grains, and low in salt (DASH diet) can help regulate blood pressure. Reducing alcohol intake, quitting smoking, managing stress through relaxation techniques, and getting quality sleep are also essential. Weight loss, even a small amount, can significantly impact blood pressure levels. Consistency and gradual habit change are key for long-term control.",0.9925,0.9628571428571427,0.9415384615384617,0.9222222222222223,0.8614999999999998,0.8053333333333331,0.7752808988764045,0.8696514126242113,110.894,0.7752808988764045
"Gene editing in humans, especially using tools like CRISPR, raises complex ethical issues. On one hand, it holds immense promise for eliminating genetic diseases, enhancing quality of life, and advancing medicine. However, concerns arise over unintended consequences, genetic inequality, and the potential for “designer babies,” where traits like intelligence or appearance could be modified for non-medical reasons. There’s also a lack of long-term data on safety and heritability. Ethical frameworks stress the importance of informed consent, global regulation, and distinguishing therapeutic use from enhancement to ensure gene editing serves humanity rather than divides it.",1.0,0.9746666666666671,0.9622857142857149,0.9502564102564097,0.9053333333333328,0.8600000000000001,0.8297872340425532,0.912870827063181,154.63,0.8297872340425532
"Palliative care is a type of medical care focused on relieving symptoms and improving quality of life for patients with serious illnesses, regardless of the stage or whether they are pursuing curative treatment. It can be given alongside other treatments. Hospice care, on the other hand, is a specific type of palliative care for patients nearing the end of life — typically with a prognosis of six months or less — and focuses entirely on comfort rather than cure. While both aim to ease suffering, hospice care begins only when curative options are no longer being pursued.",0.977272727272727,0.9192307692307691,0.8986301369863022,0.8794117647058821,0.776666666666667,0.7049275362318841,0.6494845360824743,0.803102657187435,72.7039411206078,0.6494845360824743
"Rural populations often face significant barriers to mental health care, including a shortage of mental health professionals, long travel distances, and limited access to facilities. Stigma around mental illness can be more pronounced in close-knit rural communities, discouraging people from seeking help. Financial barriers, lack of insurance, and unreliable internet access also make teletherapy less accessible. These challenges can lead to untreated mental health conditions, increased suicide rates, and a cycle of poor outcomes. Addressing these issues requires investment in telehealth infrastructure, training local providers, and community-based awareness programs.",0.9925,0.9778571428571429,0.9692307692307695,0.9594444444444444,0.8925000000000004,0.8044444444444442,0.7865168539325843,0.8777144138100331,116.7305263157895,0.7865168539325843
"Soil erosion occurs when wind, water, or human activity removes the top layer of soil, which is vital for plant growth. Major causes include deforestation, overgrazing, poor agricultural practices, and construction activities that disturb the land. Without vegetation to hold soil in place, rain and wind can easily wash or blow it away. Preventing soil erosion involves practices like planting cover crops, maintaining vegetation buffers, practicing contour plowing, building terraces on slopes, and reducing over-tillage. Conservation farming and reforestation also play key roles in stabilizing soil and preserving long-term land productivity.",0.9902439024390248,0.9701388888888902,0.9635820895522395,0.9478494623655901,0.882380952380952,0.84,0.7912087912087912,0.8779530254927381,122.03578947368419,0.7912087912087912
"Precision agriculture uses technology — such as GPS, sensors, drones, and data analytics — to optimize every aspect of crop production. By analyzing real-time data on soil conditions, moisture levels, crop health, and weather patterns, farmers can apply water, fertilizers, and pesticides only where and when needed. This minimizes waste, reduces environmental impact, and improves yields. Precision agriculture transforms farming from a one-size-fits-all approach to a data-driven, site-specific strategy that helps conserve resources while increasing efficiency and sustainability.",0.9768115942028982,0.9381355932203393,0.9237037037037046,0.9129251700680265,0.8993103448275864,0.8633333333333334,0.8461538461538461,0.8989203434769394,141.96,0.8461538461538461
"Crop rotation involves growing different types of crops in the same field across different seasons or years. This practice naturally replenishes soil nutrients, as different crops have varying nutrient demands. For example, legumes like beans and peas fix nitrogen in the soil, which benefits the next crop. Crop rotation also disrupts pest and disease cycles and improves soil structure by alternating deep- and shallow-rooted plants. Over time, it leads to healthier, more fertile soil and reduces the need for chemical fertilizers and pesticides.",0.9554054054054049,0.9085937499999999,0.8800000000000008,0.8635802469135805,0.8094117647058825,0.7688888888888888,0.7469879518072289,0.823606192232597,91.85333333333332,0.7469879518072289
"Traditional farming involves growing crops in soil, relying on natural weather patterns, and often requiring large tracts of land. It is more vulnerable to pests, droughts, and soil-related issues. Hydroponic farming, in contrast, grows plants in a nutrient-rich water solution, often in controlled environments like greenhouses. It uses less water, requires no soil, and enables vertical farming in urban areas. While traditional farming is land-intensive and weather-dependent, hydroponics offers greater efficiency and space-saving potential but requires significant investment and technical expertise.",0.9708333333333332,0.932258064516129,0.9164912280701765,0.8929487179487178,0.8093750000000003,0.758095238095238,0.7407407407407407,0.8242239300783615,87.48,0.7407407407407407
"Monoculture — the practice of growing a single crop over a large area — significantly reduces biodiversity. It creates an environment where pests and diseases can thrive, leading to increased pesticide use. Without plant diversity, beneficial insects, soil microbes, and wildlife lose their habitats and food sources. This disrupts the ecological balance and weakens the resilience of farming systems. Over time, monoculture can also deplete specific soil nutrients and increase vulnerability to climate and market changes, threatening long-term agricultural sustainability.",0.9661971830985915,0.9368852459016398,0.9271428571428582,0.9176470588235288,0.8741935483870967,0.8022222222222224,0.7875,0.8644216859090269,105.41176470588236,0.7875
"AI can transform agriculture by analyzing vast datasets to make real-time decisions that improve crop productivity. Through machine learning, AI can predict weather patterns, soil conditions, and pest outbreaks, allowing farmers to take timely action. AI-powered drones and cameras monitor crop health, while smart irrigation systems ensure precise water usage. AI also helps in automating machinery and streamlining supply chains. By offering insights at both the micro (plant) and macro (farm) levels, AI enables more accurate, efficient, and sustainable farming practices.",0.9972222222222223,0.9790322580645164,0.9670175438596497,0.954487179487179,0.9212500000000005,0.8799999999999999,0.8518518518518519,0.9031600158709875,153.09,0.8518518518518519
"To receive organic certification, a farm must follow specific standards set by a governing body, such as USDA or India's NPOP. The process typically starts with a transition period (usually three years) where the farm avoids synthetic chemicals, GMOs, and non-organic inputs. During this time, soil health, crop rotation, and natural pest management practices are emphasized. Farmers must maintain detailed records and undergo regular inspections. Certification ensures that the food produced meets rigorous organic standards and gives consumers confidence in the product’s purity and sustainability.",0.9947368421052633,0.9621212121212128,0.9514754098360663,0.9452380952380943,0.9233333333333336,0.8703030303030304,0.8352941176470589,0.8964157907696761,144.50000000000006,0.8352941176470589
"Long-term overuse of pesticides can lead to serious environmental and health issues. It depletes soil microorganisms, reduces biodiversity, and contaminates water sources. Pests can also develop resistance, leading to a cycle of increased chemical use. For humans, chronic exposure may contribute to respiratory issues, hormone disruption, and even certain cancers. Furthermore, pesticide residues in food can affect consumer health. Sustainable alternatives like integrated pest management (IPM), biopesticides, and organic methods are crucial for reducing dependence on harmful chemicals.",0.9985507246376812,0.9847457627118643,0.9725925925925928,0.9612244897959183,0.9034482758620694,0.8,0.7948717948717948,0.8763324394903333,106.46999999999998,0.7948717948717948
"Indigenous farming practices, passed down through generations, are often deeply in tune with local ecosystems. These methods emphasize biodiversity, water conservation, and soil health, often using natural cycles and organic materials. Techniques like mixed cropping, seed preservation, and natural pest repellents reflect a sustainable approach rooted in observation and tradition. In the face of climate change and ecological degradation, integrating indigenous knowledge with modern science can lead to resilient, low-impact farming systems that honor cultural heritage and protect biodiversity.",0.9828571428571427,0.9391666666666663,0.9192727272727277,0.9066666666666658,0.8779999999999998,0.8613333333333333,0.8354430379746836,0.8912343264108745,134.4215384615385,0.8354430379746836
"Climate change poses a major threat to global food security by disrupting growing seasons, reducing crop yields, and increasing the frequency of extreme weather events like droughts, floods, and heatwaves. Rising temperatures affect crop physiology, water availability, and pest behavior. Staple crops such as wheat, rice, and maize are particularly vulnerable. Climate change also impacts fisheries and livestock, leading to higher food prices and reduced access in vulnerable regions. Ensuring food security will require adaptive farming techniques, climate-resilient crops, and global cooperation to reduce emissions and support affected communities.",0.9850000000000001,0.9350000000000003,0.9089230769230779,0.8911111111111107,0.8634999999999998,0.8035555555555557,0.7528089887640449,0.8396388426453243,100.81272727272726,0.7528089887640449
